exam_id,lead,num_edges,density,avg_node_degree,avg_degree_centrality,avg_closeness_centrality,avg_curr_flow_closeness_centrality,avg_pagerank,avg_clustering_coef,motif_3_0,motif_3_1,motif_3_2,motif_3_3,motif_4_0,motif_4_1,motif_4_2,motif_4_3,motif_4_4,motif_4_5,motif_4_6,motif_4_7,motif_4_8,motif_4_9,motif_4_10,motif_5_0,motif_5_1,motif_5_2,motif_5_3,motif_5_4,motif_5_5,motif_5_6,motif_5_7,motif_5_8,motif_5_9,motif_5_10,motif_5_11,motif_5_12,motif_5_13,motif_5_14,motif_5_15,motif_5_16,motif_5_17,motif_5_18,motif_5_19,motif_5_20,motif_5_21,motif_5_22,motif_5_23,motif_5_24,motif_5_25,motif_5_26,motif_5_27,motif_5_28,motif_5_29,motif_5_30,motif_5_31,motif_5_32,motif_5_33
1052082,lead 0,170428,0.01016078105921856,41.6083984375,0.010160781059218735,0.29403475535475504,0.0020025611718381396,0.00024414062499999415,0.5679321793466678,0,0,13404576,653095,0,0,0,0,127752903,0,8042991,6026580,3321450,1681036,114961,0,0,0,0,0,0,0,0,0,0,0,36798322,0,24540328,8435649,3791702,1779229,3217764,2284031,0,2012021,530235,297382,1733262,749665,255696,55,284484,191992,166829,158411,41084,32378,2561
1052157,lead 0,79842,0.0047601161858974355,19.49267578125,0.00476011618589742,0.23043665768604954,0.00045458759704824066,0.00024414062500000233,0.6744763781704344,0,0,3099247,175378,0,0,0,0,28365743,0,1462615,1139613,121395,238920,29215,0,0,0,0,0,0,0,0,0,0,0,22028014,0,5857291,1430558,949353,435666,338508,368277,0,503343,138334,59543,128680,119701,40594,35,18276,45943,20658,30073,10567,9508,1369
1052176,lead 0,204308,0.012180679563492064,49.8798828125,0.012180679563492685,0.26752154014163615,0.002403747121803129,0.00024414062499999976,0.665454930750616,0,0,7718883,1141035,0,0,0,0,37187981,0,8138823,10766643,514246,2457536,409348,0,0,0,0,0,0,0,0,0,0,0,8224864,0,18467568,9823048,2103559,3737175,1150822,4366597,0,2444268,1084101,725183,394255,795848,596144,177,222113,566313,193846,489145,125889,160285,6625
105221,lead 0,168612,0.010052512591575092,41.1650390625,0.010052512591575262,0.29932766931548466,0.0015665961929226164,0.00024414062499999965,0.5650475513563991,0,0,15142750,527885,0,0,0,0,111497053,0,5769215,4700158,3081639,1583737,94603,0,0,0,0,0,0,0,0,0,0,0,31755393,0,20016821,6941505,2263320,1370231,2245742,1510070,0,1440479,377703,275633,2298661,566453,193668,109,89935,136179,117237,122745,132291,30286,1508
1052334,lead 0,121576,0.007248263888888889,29.681640625,0.007248263888888864,0.23196033405474722,0.0011755673572543313,0.0002441406249999991,0.6258105632106049,0,0,2437738,373896,0,0,0,0,2845363,0,2246297,1005313,166764,184594,34044,0,0,0,0,0,0,0,0,0,0,0,566055,0,3198461,542603,1130306,200491,449058,175404,0,591463,146732,73366,132107,25504,59136,38,53413,32046,59337,32819,8174,9417,2078
1052786,lead 0,126384,0.007534913003663004,30.85546875,0.007534913003662979,0.23758782401264245,0.001435389582001873,0.00024414062500000005,0.621869657997163,0,0,3446510,428448,0,0,0,0,4122135,0,3346877,1139231,305915,207040,28355,0,0,0,0,0,0,0,0,0,0,0,784674,0,4170091,699689,1733607,229236,629490,156646,0,707991,137946,56547,190542,23211,63922,77,99246,40116,67243,26774,9370,7270,2813
1052941,lead 0,161868,0.009650440705128206,39.5185546875,0.009650440705128691,0.2561995917510885,0.0018177520153676919,0.00024414062499999593,0.5401619552037732,0,0,11014356,507130,0,0,0,0,107987263,0,4266647,3212501,3032681,1136839,59885,0,0,0,0,0,0,0,0,0,0,0,25344836,0,6856375,2734755,1939896,381332,2178783,535904,0,1037200,224617,136263,1703874,299628,76871,56,116359,70372,126557,63118,22371,15884,2565
105304,lead 0,132594,0.007905148237179487,32.37158203125,0.007905148237179487,0.28704672510094464,0.0013053495447721897,0.000244140625000002,0.5973408510744163,0,0,10227855,329130,0,0,0,0,97750216,0,3553653,2707382,3119727,751568,45322,0,0,0,0,0,0,0,0,0,0,0,30097095,0,10643298,4082663,1423016,512282,1922148,759112,0,706345,201626,118297,1532871,206933,126790,17,51799,72277,66250,49312,11580,9964,1720
1053168,lead 0,223732,0.013338722909035408,54.6220703125,0.013338722909036094,0.27782527428456494,0.0010616132050390572,0.0002441406249999999,0.6543782191403847,0,0,8079459,1319844,0,0,0,0,32166129,0,8241744,10530342,731699,2338955,453333,0,0,0,0,0,0,0,0,0,0,0,6938468,0,25687535,8617812,2894205,3449413,1553503,3492680,0,3462908,1184759,657888,392017,447889,667269,110,320043,558032,263301,411378,149851,156323,8033
1053271,lead 0,117830,0.007024930364774115,28.76708984375,0.007024930364774092,0.2510415974391972,0.00147749538798512,0.0002441406249999973,0.6419425247521949,0,0,9650571,311778,0,0,0,0,110643560,0,4173218,3187259,1673139,1133480,39766,0,0,0,0,0,0,0,0,0,0,0,36668064,0,29722813,7786312,1976808,954724,1448057,2358735,0,1198027,275672,150725,870503,352672,164563,39,56436,62674,48357,49373,8981,9494,946
1053337,lead 0,291590,0.017384362599206348,71.18896484375,0.017384362599206508,0.2660070144424655,0.0022736602631826075,0.0002441406250000031,0.5688986869937568,0,0,23420464,1882153,0,0,0,0,175078945,0,10911741,14694341,8026586,4171655,309395,0,0,0,0,0,0,0,0,0,0,0,33356890,0,17274115,11009958,3039129,1867296,5364691,5795942,0,2432011,916893,719494,3982795,796112,519660,44,1063249,955874,576520,527226,123357,102538,2912
1053446,lead 0,105070,0.00626418936965812,25.65185546875,0.006264189369658099,0.2435162791688976,0.001591630516227955,0.0002441406249999998,0.6217699019364424,0,0,1583163,271545,0,0,0,0,1510350,0,1508111,679484,90012,161340,40400,0,0,0,0,0,0,0,0,0,0,0,214710,0,1703362,301084,859449,127672,184740,116696,0,416989,95188,53326,52436,26142,32241,16,29952,27069,32935,31528,9731,13597,4168
105359,lead 0,170102,0.01014134519993895,41.52880859375,0.010141345199939282,0.27055332640319113,0.0012764139838796523,0.0002441406249999996,0.6476333119013145,0,0,5226523,727712,0,0,0,0,15735812,0,5023945,4813134,422048,927620,172030,0,0,0,0,0,0,0,0,0,0,0,3475611,0,13961248,4486879,1714268,1442653,1089133,1518096,0,1948483,525410,276725,340148,194025,321193,200,181101,222459,149053,179868,49490,58069,3753
1053627,lead 0,105464,0.006287679334554335,25.748046875,0.006287679334554314,0.29819152862750103,0.0011436068918390147,0.0002441406250000042,0.6709647889624432,0,0,6397728,252696,0,0,0,0,71537062,0,1720828,1591794,716364,1276037,46561,0,0,0,0,0,0,0,0,0,0,0,26954251,0,7742669,2294666,587884,408071,428873,1392595,0,576689,161175,99523,488052,550968,95381,9,32483,48130,33343,49874,9335,15093,2475
1053677,lead 0,199212,0.011876860119047618,48.6357421875,0.011876860119048215,0.23494799933527613,0.001399039726087869,0.00024414062499999997,0.6954243802679488,0,0,5906779,1065130,0,0,0,0,26074879,0,3462884,9030977,635784,1933750,353982,0,0,0,0,0,0,0,0,0,0,0,5088809,0,4800153,5225377,499969,948815,715866,2210052,0,803436,203883,487226,380581,353125,573714,7,165671,392440,183028,267703,53160,59989,5630
1053806,lead 0,236510,0.0141005370497558,57.74169921875,0.01410053704975656,0.2435733804321275,0.0019140042068050663,0.0002441406249999996,0.6243343067206986,0,0,7300557,1439860,0,0,0,0,17461356,0,6131344,7325822,786684,1887352,288255,0,0,0,0,0,0,0,0,0,0,0,2856531,0,8978741,3563485,2139058,1046515,1495634,2291943,0,2170669,582886,622807,580754,371122,307783,180,374463,419230,370452,374173,90479,99183,6639
1053833,lead 0,163212,0.00973056891025641,39.8466796875,0.009730568910256731,0.3030676167975062,0.0016837504633431177,0.0002441406249999997,0.672542071911468,0,0,7695342,663282,0,0,0,0,51752050,0,6047656,9571490,513353,1595511,171758,0,0,0,0,0,0,0,0,0,0,0,11961302,0,15589026,10570482,1298743,2012403,964608,3321275,0,1722390,471445,464856,655997,428844,521162,26,179343,411459,152745,247308,44585,51769,5194
1053886,lead 0,174742,0.010417978289072038,42.66162109375,0.01041797828907241,0.2998231024799747,0.002609309361696434,0.00024414062500000054,0.6801077967132766,0,0,9653111,769691,0,0,0,0,89028741,0,7661140,13973517,664501,2306306,230343,0,0,0,0,0,0,0,0,0,0,0,20151020,0,26410625,16204448,1815530,2833099,1079211,6064407,0,2529844,558136,679111,482499,650659,792386,29,213541,637552,154627,369281,58518,71369,4788
1053979,lead 0,178026,0.010613767742673993,43.46337890625,0.01061376774267436,0.25093000179505254,0.0007175656286260181,0.00024414062500000103,0.5363834167447993,0,0,14081577,580251,0,0,0,0,109604783,0,5850078,2946391,3807825,863667,35581,0,0,0,0,0,0,0,0,0,0,0,27671866,0,16246039,2443052,2820207,360097,3622732,1108006,0,1261627,298477,88976,2307918,212796,67068,317,132261,69381,177431,35450,44597,9082,1649
105414,lead 0,137140,0.008176177121489622,33.4814453125,0.008176177121489629,0.2405085199679288,0.0012445622027722767,0.00024414062500000016,0.6079959678294647,0,0,8768833,394978,0,0,0,0,93447509,0,2479689,2028445,3913466,924004,64785,0,0,0,0,0,0,0,0,0,0,0,26868344,0,3506250,1998884,955562,185790,2927958,738449,0,552242,106595,93820,661214,103154,70213,42,50731,45620,68710,60480,13442,21406,2432
1054237,lead 0,125064,0.00745621565934066,30.533203125,0.007456215659340634,0.22288908885460865,0.0009397501166160542,0.0002441406250000005,0.6106590698590639,0,0,2874767,380341,0,0,0,0,4011841,0,3106871,1228596,236007,235821,40288,0,0,0,0,0,0,0,0,0,0,0,991144,0,5000430,741316,1870775,308606,502904,249844,0,904857,183592,88838,75188,25674,67368,51,51067,32433,42358,28220,8496,9007,2431
1054252,lead 0,140650,0.008385440514346764,34.33837890625,0.008385440514346759,0.25841349325427465,0.0017077674387798029,0.0002441406250000018,0.5805025466085653,0,0,9795542,422212,0,0,0,0,117327680,0,4911774,3298734,3224923,821734,78211,0,0,0,0,0,0,0,0,0,0,0,33555720,0,24722074,4524388,2738764,554774,2724898,1774268,0,1526294,248133,160545,756079,196196,149120,55,120986,84993,55842,86750,17814,24900,2038
1054254,lead 0,113454,0.006764036744505495,27.69873046875,0.006764036744505473,0.21508665511775873,0.0010258630718625243,0.000244140625,0.5603572392125314,0,0,7237906,226977,0,0,0,0,75435849,0,2475624,1139587,2822111,571699,19091,0,0,0,0,0,0,0,0,0,0,0,24359489,0,4899120,1177824,1047055,173403,2249137,218416,0,399546,126197,31933,327892,177135,26951,21,26715,24361,32486,18369,58756,5682,1217
1054259,lead 0,108698,0.0064804878281440785,26.53759765625,0.006480487828144057,0.2286094816015065,0.0012154554558497167,0.0002441406249999969,0.6310692009521865,0,0,7478423,244779,0,0,0,0,68806903,0,2034937,1641014,1271958,579363,32333,0,0,0,0,0,0,0,0,0,0,0,25656591,0,9027426,3405915,1099148,405094,1318517,617122,0,614057,124569,76867,421283,64668,90485,13,24535,42447,33163,35153,7276,8639,1741
1054424,lead 0,69796,0.0041611817002442,17.0400390625,0.004161181700244187,0.22729235443168452,0.0007671195633799727,0.00024414062499999566,0.6828176419608502,0,0,3307798,111500,0,0,0,0,38876186,0,549236,570607,271782,277254,11265,0,0,0,0,0,0,0,0,0,0,0,22131035,0,2766699,733155,268754,51071,232623,846628,0,148906,32650,19741,342488,128438,14913,1,6936,7849,9842,10702,2159,2964,1406
1054548,lead 0,158952,0.009476591117216117,38.806640625,0.00947659111721629,0.27374590707862273,0.0016834768360420899,0.00024414062500000336,0.552686913597558,0,0,15661126,440590,0,0,0,0,127463431,0,5327877,4789611,2003834,1727147,60106,0,0,0,0,0,0,0,0,0,0,0,47665264,0,40956085,10135158,2783404,1516447,2479907,3509869,0,1731073,513522,212746,1157848,802323,269090,25,109369,124413,117124,63525,287509,102360,2492
1054615,lead 0,119034,0.007096711881868132,29.06103515625,0.007096711881868109,0.256035809991844,0.0013754816881529775,0.0002441406250000067,0.6599545024578152,0,0,8221763,298363,0,0,0,0,72436211,0,2055607,2384628,998831,1026862,46134,0,0,0,0,0,0,0,0,0,0,0,32097211,0,10006179,3659332,627628,601986,724419,1614037,0,671302,171270,113374,1636752,261235,148809,20,41636,81816,66283,45118,119435,11460,1828
1054693,lead 0,160528,0.009570550976800977,39.19140625,0.00957055097680125,0.243238401344727,0.0009156703323997023,0.0002441406250000001,0.6466166030166408,0,0,2993473,687144,0,0,0,0,4483054,0,2660992,2402614,317401,582863,109977,0,0,0,0,0,0,0,0,0,0,0,1156400,0,4366838,1462516,978145,449974,645855,583880,0,1074622,242797,167174,154358,75990,190531,90,136790,116454,126184,86875,36523,27424,3396
1054949,lead 0,263804,0.015727783501221,64.4052734375,0.01572778350122183,0.24959314115867384,0.0010948399734736695,0.0002441406249999999,0.5789122543198725,0,0,10099072,1613831,0,0,0,0,21143747,0,10620855,7220733,1550509,1656105,301383,0,0,0,0,0,0,0,0,0,0,0,3587585,0,15700270,3901367,4570659,1334206,3001358,1791845,0,3003660,843413,450257,806478,272599,307023,178,495473,321646,360992,288682,84485,102358,7431
105496,lead 0,138246,0.008242115956959707,33.75146484375,0.008242115956960047,0.2702146837279186,0.0015818678836180386,0.0002441406250000062,0.5907298341769346,0,0,9500432,400665,0,0,0,0,76212645,0,2828942,2915243,1202782,951770,42855,0,0,0,0,0,0,0,0,0,0,0,28166895,0,7316604,4148286,1007988,445178,1381324,643993,0,845526,259935,143701,1079651,589939,120741,30,119393,78598,98836,55371,10290,11259,1535
1055030,lead 0,123882,0.007385745764652014,30.24462890625,0.007385745764651989,0.24932035993224705,0.001523150041824643,0.00024414062499999976,0.6061599502832182,0,0,2598737,344615,0,0,0,0,4749296,0,2888629,1445766,298768,244526,41911,0,0,0,0,0,0,0,0,0,0,0,1027858,0,4467936,916065,1430061,293180,574984,273602,0,743108,192224,98433,107607,28580,70554,36,89499,47376,57720,38464,9422,9922,3008
1055157,lead 0,204616,0.012199042277167277,49.955078125,0.012199042277167773,0.2617847844760393,0.00236371794356745,0.00024414062499999908,0.5501500624853676,0,0,17439082,817473,0,0,0,0,146943323,0,7460052,7191262,5002598,1983452,133129,0,0,0,0,0,0,0,0,0,0,0,30623504,0,24493028,6030158,3264078,1023213,3425292,2567151,0,2209679,532900,454128,3344083,592556,284762,272,330533,259002,261224,148568,45134,40608,3893
1055161,lead 0,88780,0.005292992597680098,21.6748046875,0.00529299259768008,0.23607490111952364,0.0006947366409247622,0.0002441406250000033,0.7039843396741329,0,0,2132296,250418,0,0,0,0,12754708,0,1232543,1210472,67609,241905,53044,0,0,0,0,0,0,0,0,0,0,0,14190843,0,2541685,1133775,463318,253554,250459,294169,0,386282,105742,82685,97634,60593,67148,44,25508,47531,35454,53758,10888,14723,1905
1055255,lead 0,127790,0.007618737599206349,31.19873046875,0.007618737599206327,0.2934209181929896,0.0016041995294771626,0.00024414062500000266,0.6411430478032867,0,0,10336994,352364,0,0,0,0,90473063,0,3342322,3183832,1071918,910634,45500,0,0,0,0,0,0,0,0,0,0,0,38492929,0,14773079,5640525,1503020,1004997,887452,2543740,0,873706,272154,173719,1303041,183473,177177,26,57586,113632,64201,77992,272048,99225,2227
1055290,lead 0,185974,0.011087621146214897,45.40380859375,0.011087621146215356,0.24458128655862513,0.001848226959081431,0.00024414062500000005,0.6420227171907424,0,0,4465543,881479,0,0,0,0,9320235,0,4619937,4170654,526934,973533,179408,0,0,0,0,0,0,0,0,0,0,0,1597774,0,6710711,2616656,1452396,730195,982168,981035,0,1369173,325143,297429,308833,186937,300226,173,201552,187014,205223,196960,60914,55892,9675
1055428,lead 0,101488,0.006050633394383395,24.77734375,0.006050633394383375,0.28229859994207546,0.001242633156963805,0.00024414062499999827,0.626380474348922,0,0,7973966,221607,0,0,0,0,93764285,0,3739765,2284935,1586365,608731,20639,0,0,0,0,0,0,0,0,0,0,0,34563183,0,16073386,3088115,1442092,538742,1616231,1494798,0,758035,155143,71259,1450096,164962,58616,3,34909,43834,61760,21634,4077,3592,804
1055434,lead 0,222748,0.013280057615995116,54.3818359375,0.013280057615995777,0.28804924649361985,0.003094754062797387,0.0002441406250000004,0.6352544949103142,0,0,10681060,1253651,0,0,0,0,53617564,0,10640063,12240166,1686940,2526582,299859,0,0,0,0,0,0,0,0,0,0,0,9973502,0,21758724,11638568,3349177,2782325,2202494,4429335,0,3091354,741061,700557,560487,438787,786754,244,530045,484627,322828,373448,104481,77969,3160
1055462,lead 0,147370,0.00878608153998779,35.97900390625,0.008786081539987993,0.26075237002204604,0.0017485634705786015,0.0002441406250000008,0.6300352868112933,0,0,4578183,571848,0,0,0,0,13111235,0,5858002,3514822,248126,664953,128505,0,0,0,0,0,0,0,0,0,0,0,2834062,0,26064168,4038420,4046978,2105525,1019444,1092833,0,2707540,753767,257304,157624,150925,213197,79,88851,140548,77468,137850,33294,44457,3152
1055485,lead 0,108886,0.006491696237789988,26.58349609375,0.006491696237789969,0.25585564468469374,0.0011887858542060353,0.00024414062500000184,0.6099939174840172,0,0,9136748,239809,0,0,0,0,84809314,0,2075891,1289734,1702757,1136081,18071,0,0,0,0,0,0,0,0,0,0,0,28243414,0,7350161,2169515,1063153,168102,1349660,1380799,0,402340,106162,33721,284876,260424,35618,8,40292,27472,22583,22864,3512,3291,1045
1055678,lead 0,105652,0.006298887744200244,25.7939453125,0.006298887744200226,0.27927367084038557,0.0012268055694330524,0.00024414062499999648,0.5999725526120872,0,0,8434520,214799,0,0,0,0,73061087,0,2841999,1723637,1179445,546066,17259,0,0,0,0,0,0,0,0,0,0,0,30512447,0,13773187,3783007,1539130,430988,1250537,493084,0,751222,156375,59055,469830,140344,69286,134,22601,26607,26610,20268,2445,3203,931
1055682,lead 0,206746,0.012326031173687423,50.47509765625,0.012326031173688037,0.30373749456725996,0.003243761576749797,0.0002441406250000002,0.6403566744574285,0,0,7935232,1078464,0,0,0,0,27647661,0,6646609,7957657,570618,1591728,256215,0,0,0,0,0,0,0,0,0,0,0,5537226,0,11109571,6228656,2192162,1519783,1342251,2902021,0,1923700,468751,545575,483908,351526,430904,141,250297,485875,254332,312023,130756,91847,4955
1055837,lead 0,93216,0.00555746336996337,22.7578125,0.005557463369963352,0.24566269493164195,0.0010064722056307937,0.0002441406249999988,0.6557463002566631,0,0,4330301,200429,0,0,0,0,45739475,0,1169748,974995,252386,446206,22621,0,0,0,0,0,0,0,0,0,0,0,22768585,0,3823243,1812872,673668,145575,257312,121649,0,327382,68279,49296,613652,349282,40080,15,21687,21961,32920,28356,6044,6695,1823
1055850,lead 0,233142,0.013899739583333333,56.91943359375,0.013899739583334075,0.2915838080580791,0.002330342447338096,0.00024414062499999943,0.6361519035389325,0,0,10205424,1550293,0,0,0,0,43360147,0,8577928,11418808,1584929,2983015,395481,0,0,0,0,0,0,0,0,0,0,0,7647383,0,24070624,10430619,3002289,1888172,1954115,3931155,0,3662494,849648,793302,514917,505800,724630,116,444380,531971,324080,447717,110757,92261,2836
1055954,lead 0,142138,0.008474153884310134,34.70166015625,0.00847415388431024,0.23623678177550367,0.0011660917226232385,0.0002441406250000002,0.5939974351708925,0,0,3004901,490261,0,0,0,0,3467904,0,3113083,1367047,258114,272505,41948,0,0,0,0,0,0,0,0,0,0,0,616589,0,4141167,648894,1832167,350747,532240,242184,0,1006243,222668,84692,123631,32719,64639,44,81003,50744,69112,37981,13851,11753,2710
1056029,lead 0,139356,0.00830829326923077,34.0224609375,0.008308293269230828,0.30580440142258425,0.0015193806447515073,0.0002441406250000004,0.6743045169626996,0,0,6127941,496940,0,0,0,0,34848830,0,5406713,6304244,261573,918015,109345,0,0,0,0,0,0,0,0,0,0,0,10120139,0,18283415,7012126,1408998,1790692,722570,2024335,0,1506621,410021,310129,355803,270079,294789,43,100519,206974,104803,133551,30586,25853,2583
1056273,lead 0,189300,0.011285914606227106,46.2158203125,0.011285914606227597,0.23078656283705234,0.001474659508816908,0.000244140625,0.6411192879968174,0,0,4602042,899516,0,0,0,0,11118665,0,4748851,4666654,466515,1057804,213124,0,0,0,0,0,0,0,0,0,0,0,2233304,0,9736981,2953567,1670087,1013724,984201,1350755,0,1930837,383785,272362,287031,190446,301173,118,182581,218820,179968,199468,61617,66437,3769
1056294,lead 0,174112,0.010380418192918192,42.5078125,0.010380418192918815,0.2647591428867895,0.0015816171679489837,0.00024414062500000157,0.6229431793272352,0,0,11494830,677814,0,0,0,0,117835359,0,3581593,5326353,1943664,1760106,126935,0,0,0,0,0,0,0,0,0,0,0,33773577,0,13844531,10093730,1379955,677334,1522690,3566487,0,1027898,314487,418616,1733698,636283,256342,78,290393,270258,282190,241106,122989,46775,3867
1056310,lead 0,165652,0.009876039758852258,40.4423828125,0.009876039758852805,0.21998447343816044,0.0010830941432539043,0.00024414062500000184,0.5750662862984884,0,0,9127515,609349,0,0,0,0,82695410,0,2558209,2936805,2198117,926027,105222,0,0,0,0,0,0,0,0,0,0,0,24961660,0,4382895,4020734,1011161,231157,1776273,627575,0,881367,234914,213172,887533,313432,117169,19,140017,116769,138533,121772,28564,31642,3654
1056318,lead 0,244750,0.01459179925976801,59.75341796875,0.014591799259768756,0.24037505104236906,0.0016248017095199315,0.0002441406250000001,0.6523210726481075,0,0,9867514,1496205,0,0,0,0,40703173,0,7491458,11405663,1494297,2570996,338164,0,0,0,0,0,0,0,0,0,0,0,6618593,0,12166861,6973436,1962836,1369909,1936587,4006703,0,2224119,690357,797551,849531,522901,583873,58,604452,757726,440157,527137,118405,128893,10563
1056321,lead 0,157124,0.009367607219169719,38.3603515625,0.00936760721916976,0.30020422801991853,0.0019526860770090063,0.0002441406250000043,0.6111769836340989,0,0,12705155,540090,0,0,0,0,120544196,0,6200135,5821259,3022718,1442215,102158,0,0,0,0,0,0,0,0,0,0,0,35321609,0,23486785,10757471,2524144,1897618,2083169,1994617,0,2086964,466335,280631,1626163,395270,351741,241,169302,150829,131722,113149,22948,23105,1350
1056346,lead 0,149342,0.008903650602869352,36.46044921875,0.008903650602869531,0.27257571468318226,0.0018508393258559236,0.0002441406250000001,0.6216049626504283,0,0,4727007,564709,0,0,0,0,11917836,0,6258524,2987178,362528,483691,75114,0,0,0,0,0,0,0,0,0,0,0,2971569,0,14664718,2649414,3417071,963023,1100808,825290,0,1715392,355511,163126,269072,114641,137732,142,109091,101959,97832,86429,21472,23319,2401
1056359,lead 0,117780,0.007021949404761905,28.7548828125,0.007021949404761881,0.2632709697829572,0.0016695583080941184,0.00024414062499999924,0.634771152071829,0,0,2043179,333413,0,0,0,0,2784638,0,2010230,1194336,116096,220457,47422,0,0,0,0,0,0,0,0,0,0,0,619973,0,3787514,870929,1002745,284252,341231,235048,0,707739,154449,81273,72534,33142,88471,17,52965,48353,45314,42283,10582,11183,2734
1056494,lead 0,145268,0.008660761981074482,35.4658203125,0.008660761981074658,0.2650114936635352,0.001684239643992171,0.00024414062499999997,0.6285588684573213,0,0,4394544,558946,0,0,0,0,9064498,0,4664975,2600972,383682,456090,64576,0,0,0,0,0,0,0,0,0,0,0,2045664,0,10027357,1873557,2033967,668456,878208,592787,0,1377106,287923,144085,206299,73019,120723,82,113096,78909,83582,56078,17474,12866,1442
105654,lead 0,172560,0.010287889194139194,42.12890625,0.010287889194139555,0.22422139166048108,0.0009090466413416556,0.00024414062499999667,0.5362670488549441,0,0,11715155,555948,0,0,0,0,113579353,0,4749196,3301337,4387793,976117,48918,0,0,0,0,0,0,0,0,0,0,0,25035682,0,7789299,2627032,2268764,575497,3385272,576431,0,1069052,291570,125772,1465358,241492,84161,847,180602,96832,109693,50923,20113,13388,1921
1056686,lead 0,113442,0.006763321314102564,27.69580078125,0.006763321314102542,0.292926760523227,0.0010568290457685188,0.0002441406250000033,0.6558976659568659,0,0,7026832,313014,0,0,0,0,76836180,0,2835989,3203805,735942,520425,52101,0,0,0,0,0,0,0,0,0,0,0,28716748,0,13012559,4629202,1356123,783111,1385688,1594957,0,879925,232774,178445,948253,198334,165913,33,77500,89421,69174,74045,11588,15427,2726
1056827,lead 0,163354,0.009739034836691087,39.88134765625,0.00973903483669171,0.2839456257345741,0.0018411175850438267,0.00024414062499999837,0.5692036723049572,0,0,13057986,560662,0,0,0,0,110423657,0,5696674,5820445,2234089,1217607,69293,0,0,0,0,0,0,0,0,0,0,0,35213545,0,16183692,8992993,1931538,1465846,2543042,1635579,0,1640384,482712,273522,1675345,571249,308493,67,298516,208259,179579,124032,24663,19934,2602
1056855,lead 0,111996,0.00667711195054945,27.3427734375,0.0066771119505494286,0.2705443599996144,0.0012997160170365985,0.0002441406250000018,0.6660906755906549,0,0,7809049,325151,0,0,0,0,111786562,0,4441914,3544673,1377684,885334,42710,0,0,0,0,0,0,0,0,0,0,0,37696508,0,30508281,5186126,2212619,1048068,1970564,4148902,0,1383236,333959,225920,696056,163371,131731,21,76846,90418,67481,74376,9997,12643,2072
1056940,lead 0,121872,0.007265911172161172,29.75390625,0.007265911172161147,0.2491271303707118,0.001435591451175983,0.00024414062499999938,0.6425540337599331,0,0,2564102,368640,0,0,0,0,5045266,0,2980372,1749469,132145,280338,56187,0,0,0,0,0,0,0,0,0,0,0,1498927,0,7508991,1728773,1573485,472416,443261,390459,0,1011653,195902,114324,117395,42402,124792,56,54703,70297,56916,48033,13854,12930,2696
1056946,lead 0,133742,0.007973591079059828,32.65185546875,0.007973591079059804,0.27610102996879815,0.0013630626350609083,0.00024414062500000314,0.636321316031072,0,0,6351255,462608,0,0,0,0,58589105,0,3401689,3253754,704442,673489,90083,0,0,0,0,0,0,0,0,0,0,0,24498555,0,8920316,3769471,1174760,619271,1284496,773022,0,1061979,252298,189285,436673,186633,181236,128,110914,108239,104728,93663,23575,29363,3580
1057130,lead 0,113934,0.006792653960622711,27.81591796875,0.00679265396062269,0.24241340571999348,0.001114169560474999,0.00024414062500000217,0.6343283054870362,0,0,7235466,287145,0,0,0,0,70939516,0,1931856,1730044,744292,899299,39630,0,0,0,0,0,0,0,0,0,0,0,25036145,0,8421308,1821327,977904,346480,988830,1819485,0,655109,183898,94013,611898,276968,55059,5,30093,43066,48051,53991,9127,13293,2181
1057191,lead 0,103342,0.006161167391636141,25.22998046875,0.006161167391636122,0.24743996425013248,0.0009276226828364736,0.0002441406249999978,0.6737907172953062,0,0,6069201,247383,0,0,0,0,57476318,0,1933474,2055874,461169,604119,33541,0,0,0,0,0,0,0,0,0,0,0,29351178,0,8498554,3502751,704575,462604,901058,2894341,0,563575,136075,108769,591580,208075,101361,24,33879,205114,41613,46737,131996,9101,1635
1057195,lead 0,117732,0.007019087683150183,28.7431640625,0.007019087683150159,0.22928969548857134,0.0011944172677450394,0.0002441406250000002,0.6833754626767425,0,0,1994998,336679,0,0,0,0,4136708,0,1777897,1717528,120345,298008,70123,0,0,0,0,0,0,0,0,0,0,0,1128598,0,4150287,1698346,594586,441096,307085,441384,0,730379,161618,138327,98158,55073,175164,10,51521,71253,64316,66467,14822,20226,4041
1057198,lead 0,117732,0.007019087683150183,28.7431640625,0.007019087683150159,0.22928969548857134,0.0011944172677450394,0.0002441406250000002,0.6833754626767425,0,0,1994998,336679,0,0,0,0,4012717,0,1735470,1695051,120625,289529,69664,0,0,0,0,0,0,0,0,0,0,0,1085388,0,3833440,1716974,570413,436150,286410,449921,0,724662,158275,139466,98995,56652,182739,11,48977,74366,62674,68907,15568,21396,3939
1057345,lead 0,130052,0.00775359623015873,31.7509765625,0.007753596230158704,0.24220248627665925,0.0011818650699165682,0.0002441406250000015,0.59678765696762,0,0,6532398,370038,0,0,0,0,63203395,0,2424500,1883969,1329759,600874,37557,0,0,0,0,0,0,0,0,0,0,0,23677414,0,5164398,1554283,1180758,372587,1026381,291019,0,830156,240242,96715,1160498,150739,79990,55,77590,56320,75240,43943,11391,11778,3466
